legal_name,facility_status,address,license_status,phone,license_number,max_licensed_capacity,license_effective_date,chief_administrative_officer,license_expires_date,owner_licensee,inspection_number,inspection_date,inspection_type,certificate_number,deficiency_rule,deficiency_evidence,deficiency_findings
ARIZONA CHILDREN'S GROUP LLC,Active,"142 West Ivanhoe Place, Chandler, AZ 85225",Active,4809551454,BH5927,5,11/1/2024,ALONZO WILLIAMS,10/31/2025,ARIZONA CHILDREN'S GROUP LLC,INSP-0058327,3/3/2023,Complaint;Compliance (Annual),Initial Comments,36-420.01. Health care institutions; fall prevention and fall recovery; training programs; definition A. Each health care institution shall develop and administer a training program for all staff regarding fall prevention and fall recovery. The training program shall include initial training and continued competency training in fall prevention and fall recovery. A health care institution may use information and training materials from the department's Arizona falls prevention coalition in developing the training program.,"Based on documentation review, record review and interview, the health care institution failed to develop and administer a training program for all staff regarding fall prevention and fall recovery to include initial training and continued competency training in fall prevention and fall recovery. The deficient practice posed a risk as the Department was unable to determine substantial compliance as the documentation was not available during the inspection, and the documentation was not provided within two hours after a Department request.","1. A review of the facility's electronic policies and procedures revealed a policy titled ""Staff Qualifications, Training, and Responsibilities"" (dated January 1, 2021). However, evidence of a fall prevention and fall recovery training program was not available for review. 2. A review of E2's, E3's, E4's, E5's, E6's, E7's and E8's personnel records revealed documentation of initial training or continued competency training in fall prevention and fall recovery was not available for review. 3. In a joint interview, E1 and E2 acknowledged the facility had not developed and administered a training program for all staff regarding fall prevention and fall recovery. Plan of Correction Name, title and/or Position of the Person Responsible Date temporary correction was implemented Date permanent correction will be complete 2023-10-18 Temporary Solution Permanent Solution Monitoring"
ARIZONA CHILDREN'S GROUP LLC,Active,"142 West Ivanhoe Place, Chandler, AZ 85225",Active,4809551454,BH5927,5,11/1/2024,ALONZO WILLIAMS,10/31/2025,ARIZONA CHILDREN'S GROUP LLC,INSP-0058327,3/3/2023,Complaint;Compliance (Annual),Initial Comments,"B. An administrator: 3. Except as provided in subsection (A)(6), designates, in writing, an individual who is present on the behavioral health residential facility's premises and accountable for the behavioral health residential facility when the administrator is not present on the behavioral health residential facility's premises.","Based on observation, record review, documentation review, and interview, the administrator failed to designate, in writing, an individual who was present on the behavioral health residential facility's premises and accountable for the behavioral health residential facility when the administrator was not present on the behavioral health residential facility's premises. The deficient practice posed a risk as O1 was not present on the premises and accountable when E1 was not present on the premises, the Department was unable to determine substantial compliance as the documentation was not available during the inspection, and the documentation was not provided within two hours after a Department request.","1. The Compliance Officer observed E3 working, alone, on the premises when the Compliance Officer arrived at approximately 9:18 AM. 2. A review of E3's (hired in 2022) personnel record revealed E3 was hired as a behavioral health paraprofessional (BHPP). However, documentation designating E3 to be present on the behavioral health residential facility's premises and accountable for the behavioral health facility when the administrator was not present was not available for review. 3. The Compliance Officer observed E2 arrive on the premises at approximately 9:52 AM. 4. A review of E2's (hired in 2021) personnel record revealed E2 was hired as the house manager. 5. The Compliance Officer observed E1 arrive on the premises at approximately 10:20 AM. 6. A review of the facility's electronic policies and procedures revealed a policy titled ""Administrator-Back-Up"" (dated November 27, 2021). The policy stated ""During the absence of the Administrator, a qualified designee will be the designated relief person who will assume the necessary Administrator responsibilities for the day-to-day operation of Arizona Children's Group i [sic] the interim...I, [O1], accept the responsibility of Alternate Administrator for the agency in the absence of the above Administrator."" 7. In a joint interview, E1 and E2 acknowledged O1 was not present on the behavioral health residential facility's premises and accountable for the behavioral health residential facility when E1 was not present on the behavioral health residential facility's premises. Plan of Correction Name, title and/or Position of the Person Responsible Date temporary correction was implemented Date permanent correction will be complete 2023-06-01 Temporary Solution Permanent Solution Monitoring"
ARIZONA CHILDREN'S GROUP LLC,Active,"142 West Ivanhoe Place, Chandler, AZ 85225",Active,4809551454,BH5927,5,11/1/2024,ALONZO WILLIAMS,10/31/2025,ARIZONA CHILDREN'S GROUP LLC,INSP-0058327,3/3/2023,Complaint;Compliance (Annual),Initial Comments,"C. An administrator shall ensure that: 1. Policies and procedures are established, documented, and implemented to protect the health and safety of a resident that: a. Cover job descriptions, duties, and qualifications, including required skills, knowledge, education, and experience for personnel members, employees, volunteers, and students;","Based on documentation review and interview, the administrator failed to establish and document policies and procedures to protect the health and safety of a resident to cover qualification, including skills and knowledge for personnel members, employees, volunteers, and students. The deficient practice posed a risk as policies and procedures reinforce and clarify standards expected of employees, the Department was unable to determine substantial compliance as the documentation was not available during the inspection, and the documentation was not provided within two hours after a Department request.","1. A review of Department documentation revealed the facility's perpetual license was effective on November 29, 2019. 2. A review of the facility's electronic policies and procedures (dated November 27, 2021) revealed policies and procedures to include qualifications, including skills and knowledge were not available for review. 3. In a joint interview, E1 and E2 acknowledged policies and procedures were not established and documented to cover required skills and knowledge for personnel members, employees, volunteers, and students. Plan of Correction Name, title and/or Position of the Person Responsible Date temporary correction was implemented Date permanent correction will be complete 2023-11-30 Temporary Solution Permanent Solution Monitoring"
ARIZONA CHILDREN'S GROUP LLC,Active,"142 West Ivanhoe Place, Chandler, AZ 85225",Active,4809551454,BH5927,5,11/1/2024,ALONZO WILLIAMS,10/31/2025,ARIZONA CHILDREN'S GROUP LLC,INSP-0058327,3/3/2023,Complaint;Compliance (Annual),Initial Comments,"C. An administrator shall ensure that: 1. Policies and procedures are established, documented, and implemented to protect the health and safety of a resident that: e. Cover cardiopulmonary resuscitation training including: i. The method and content of cardiopulmonary resuscitation training, which includes a demonstration of the individual's ability to perform cardiopulmonary resuscitation; ii. The qualifications for an individual to provide cardiopulmonary resuscitation training; iii. The time-frame for renewal of cardiopulmonary resuscitation training; and iv. The documentation that verifies that the individual has received cardiopulmonary resuscitation training;","Based on documentation review, record review, and interview, the administrator failed to implement policies and procedures to protect the health and safety of a resident to cover cardiopulmonary resuscitation (CPR) training to include a demonstration of the individual's ability to perform cardiopulmonary resuscitation. The deficient practice posed a risk as the standards expected of employees were not followed, the Department was unable to determine substantial compliance as the documentation was not in the personnel records during the inspection, and the documentation was not provided within two hours after a Department request. Findings include: 1. A review of the facility's electronic policies and procedures revealed a policy titled ""CPR and First Aid"" (dated November 27, 2021). The policy stated ""Cardiopulmonary resuscitation (CPR). [sic] and First Aid Training certificates presented must be from and [sic] online [sic] competency course or in-person instruction, hands-on practice, and skills assessment..."" 2. A review of E2's personnel record revealed documentation of CPR and first aid training, issued on May 2, 2022 with an expiration date of May 2, 2024. The certificate stated ""Online (Eligable for Skills Session within 90 days)..."" However, documentation to indicate the CPR training included a demonstration of the individual's ability to perform CPR was not available for review. 3. A review of E6's personnel record revealed documentation of CPR and first aid training from American Health Care Academy issued on April 2, 2021 with an expiration date of April 2, 2023. However, documentation to indicate the CPR training included a demonstration of the individual's ability to perform CPR was not available for review. 4. A review of the American Health Care Academy website revealed courses were conducted online. The American Health Care Academy website stated ""Learn CPR with our simple and easy-to-understand online CPR certification courses at American HealthCare Academy and be a lifesaver today."" 5. In a joint interview, E1 and E2 acknowledged E2's amd E6's CPR training did not include a demonstration of the individual's ability to perform CPR, and the policy and procedure was not implemented. Plan of Correction Name, title and/or Position of the Person Responsible Date temporary correction was implemented Date permanent correction will be complete 2023-11-30 Temporary Solution Permanent Solution Monitoring",
ARIZONA CHILDREN'S GROUP LLC,Active,"142 West Ivanhoe Place, Chandler, AZ 85225",Active,4809551454,BH5927,5,11/1/2024,ALONZO WILLIAMS,10/31/2025,ARIZONA CHILDREN'S GROUP LLC,INSP-0058327,3/3/2023,Complaint;Compliance (Annual),Initial Comments,"C. An administrator shall ensure that: 1. Policies and procedures are established, documented, and implemented to protect the health and safety of a resident that: h. Cover first aid training;","Based on documentation review, record review, and interview, the administrator failed to implement policies and procedures to protect the health and safety of a resident to cover first aid training The deficient practice posed a risk as standards expected of employees were not followed, the Department was unable to determine substantial compliance as the personnel records did not include the documentation during the inspection, and the documentation was not provided within two hours after a Department request.","1. A review of the facility's electronic policies and procedures revealed a policy titled ""CPR and First Aid"" (dated November 27, 2021). The policy stated ""Upon hire, the Administrator, or designee, will make certain all employees providing direct care to individuals at the home and all staff partaking in outing with individuals including supervisors holds a current certificate in standard first aid and cardiopulmonary resuscitation (CPR) by obtaining copies of the certificate of completion...The Administrator, or designee, will ensure no employee or supervisor provides direct care in the home or participate in outings without current certificate in standard first aid and cardiopulmonary resuscitation (CPR)."" 2. A review of E5's (hired in 2022) personnel record revealed documentation of first aid training was not available for review. 3. In a joint interview, E1 and E2 acknowledged the facility's policies and procedures to cover first aid training was not implemented. Plan of Correction Name, title and/or Position of the Person Responsible Date temporary correction was implemented Date permanent correction will be complete 2023-10-07 Temporary Solution Permanent Solution Monitoring"
ARIZONA CHILDREN'S GROUP LLC,Active,"142 West Ivanhoe Place, Chandler, AZ 85225",Active,4809551454,BH5927,5,11/1/2024,ALONZO WILLIAMS,10/31/2025,ARIZONA CHILDREN'S GROUP LLC,INSP-0058327,3/3/2023,Complaint;Compliance (Annual),Initial Comments,C. An administrator shall ensure that: 5. Unless otherwise stated: a. Documentation required by this Article is provided to the Department within two hours after a Department request; and,"Based on record review, documentation review, and interview, the administrator failed to ensure documentation required by this Article was provided to the Department within two hours after a Department request. The deficient practice posed a risk as the Department was unable to determine substantial compliance.","1. A review of E3's personnel record revealed E3 was hired as a behavioral health paraprofessional (BHPP). However, documentation designating E3 to be present on the behavioral health residential facility's premises and accountable for the behavioral health facility when the administrator was not present was not available for review. 2. A review of the facility's electronic policies and procedures (dated November 27, 2021) revealed policies and procedures to include qualifications, including skills and knowledge was not available for review. 3. A review of E2's personnel record revealed documentation of CPR and first aid training, issued on May 2, 2022 with an expiration date of May 2, 2024. The certificate stated ""Online (Eligible for Skills Session within 90 days)..."" However, documentation to indicate the CPR training included a demonstration of the individual's ability to perform CPR was not available for review. 4. A review of E6's personnel record revealed documentation of CPR and first aid training from American Health Care Academy issued on April 2, 2021 with an expiration date of April 2, 2023. However, documentation to indicate the CPR training included a demonstration of the individual's ability to perform CPR was not available for review. 5. A review of E5's personnel record revealed documentation of first aid training was not available for review. 6. The Compliance Officer did not observe a posting of the location at which inspection reports were available for review or could be made available for review. 7. The Compliance Officer did not observe a posting of the calendar days and times when a resident could accept visitors or make telephone calls. 8. The Compliance Officer requested to review quality management documentation; however, documentation was not provided for review. 9. A review of E6's personnel record revealed E6 was hired as the behavioral health professional. However, documentation of current contracted services including a description of the contracted services provided was not available for review. 10. A review of E2's personnel record revealed E2 was hired as the house manager. However, verification of skills and knowledge was not available for review. 11. A review of E3's personnel record revealed E3 was hired as a behavioral health paraprofessional. However, verification of skills and knowledge was not available for review. 12. A review of E4's personnel record revealed E4 was hired as a behavioral health technician. However, verification of skills and knowledge was not available for review. 13. A review of E5's personnel record revealed E2 was hired as a therapist/case manager. However, verification of skills and knowledge was not available for review. 14. A review of E6's personnel record revealed E6 was hired as the behavioral health professional. However, verification of skills and knowledge was not available for review. 15. A review of E7's personnel record revealed E7 was hired as a BHT. However, verification of skills and knowledge was not available for review. 16. A review of E8's personnel record revealed E8 was hired as the registered nurse (RN). However, verification of skills and knowledge was not available for review. 17. A review of E2's personnel record revealed E2 was hired as the house manager. However, documentation of education applicable to E2's job duties was not available for review. 18. A review of E3's personnel record revealed a job description for a behavioral health paraprofessional (BHPP). The job description stated ""Qualifications and Education Requirements...Minimum of 21-years old; a High School Diploma or GED equivalency..."" However, documentation of education was not available for review. 19. A review of E4's personnel record revealed E4 was hired as a BHT. However, documentation of education applicable to E4's job duties was not available for review. 20. A review of E5's personnel record revealed E5 was hired as a therapist/case manager. However, documentation of education applicable to E5's job duties was not available for review. 21. A review of E6's personnel record revealed E6 was hired as the behavioral health professional. However, documentation of education applicable to E6's job duties was not available for review. 22. A review of E7's personnel record revealed a job description for a behavioral health technician (BHT). The job description stated ""Education, Experience and Preferred Qualifications...Minimum of High School diploma or GED..."" However, documentation of education was not available for review. 23. A review of E5s personnel record revealed documentation of a negative TB test was not available for review. 24. A review of facility documentation revealed a daily staffing schedule dated February 27, 2023 to March 5, 2023. However, documentation maintained for at least 12 months after the last date on the documentation was not available for review. 25. A review of the daily staffing schedule revealed the daily staffing schedule did not include documentation of the employees who worked each calendar day and the hours worked by each employee, and did not include on-call personnel members to include the behavioral health professional and registered nurse. 26. A review of R2's medical record revealed a behavioral health assessment for R2 was not available for review. 27. A review of R3's medical record revealed a behavioral health assessment for R3 was not available for review. 28. A review of R1's medical record revealed documentation of freedom from infectious tuberculosis was not available for review. 29. A review of R2's medical record revealed documentation of freedom from infectious tuberculosis was not available for review. 30. A review of R3's medical record revealed documentation of freedom from infectious tuberculosis was not available for review. 31. A review of R2's medical record revealed a treatment plan was not available for review. 32. A review of R3's medical record revealed a treatment plan was not available for review. 33. A review of R1's medical record revealed a treatment plan dated in February 2023. The treatment plan included various goals, objectives, and interventions. However, the treatment plan did not include the behavioral health services to be provided to R1. 34. The Compliance Officer observed a facility posting titled ""CLIENT COPY OF CLIENT RIGHTS."" The document stated ""Arizona Statutes R9-20-203 Department of Behavioral Health Licensure...require that you be informed of your rights as a client..."" However, the requirements in subsection (B) and the resident rights in subsection (E) were not conspicuously posted on the premises. 35. A review of R1's medical record revealed R1's date of admission and discharge was not available for review. 36. A review of R2's medical record revealed R2's date of admission was not available for review. 37. A review of R3's medical record revealed R3's date of admission was not available for review. 38. A review of the facility's electronic policies and procedures revealed a policy titled ""Emergency and Safety Standards"" (dated January 1, 2021). The policy stated ""Arizona Children's Group has entered into agreements or memorandums of understanding with a location designated as the evacuation site...Arizona Children's Group has an agreement and a contract with relocation of residents in the event of an emergency evacuation..."" However, th Plan of Correction Name, title and/or Position of the Person Responsible Date temporary correction was implemented Date permanent correction will be complete 2023-08-26 Temporary Solution Permanent Solution Monitoring"
ARIZONA CHILDREN'S GROUP LLC,Active,"142 West Ivanhoe Place, Chandler, AZ 85225",Active,4809551454,BH5927,5,11/1/2024,ALONZO WILLIAMS,10/31/2025,ARIZONA CHILDREN'S GROUP LLC,INSP-0058327,3/3/2023,Complaint;Compliance (Annual),Initial Comments,"M. An administrator shall ensure that the following information or documents are conspicuously posted on the premises and are available upon request to a personnel member, employee, resident, or a resident's representative: 2. The location at which inspection reports required in R9-10-720(C) are available for review or can be made available for review, and","Based on observation and interview, the administrator failed to ensure the location at which inspection reports were available for review or could be made available for review was conspicuously posted on the premises. The deficient practice posed a risk as the Department was unable to determine substantial compliance as the documentation was not available during the inspection, and the documentation was not provided within two hours after a Department request.","1. The Compliance Officer did not observe a posting of the location at which inspection reports were available for review or could be made available for review. 2. In a joint interview, E1 and E2 acknowledged the location at which inspection reports were available for review or could be made available for review was not posted at the time of the inspection. Plan of Correction Name, title and/or Position of the Person Responsible Date temporary correction was implemented Date permanent correction will be complete 2023-08-26 Temporary Solution Permanent Solution Monitoring"
ARIZONA CHILDREN'S GROUP LLC,Active,"142 West Ivanhoe Place, Chandler, AZ 85225",Active,4809551454,BH5927,5,11/1/2024,ALONZO WILLIAMS,10/31/2025,ARIZONA CHILDREN'S GROUP LLC,INSP-0058327,3/3/2023,Complaint;Compliance (Annual),Initial Comments,"M. An administrator shall ensure that the following information or documents are conspicuously posted on the premises and are available upon request to a personnel member, employee, resident, or a resident's representative: 3. The calendar days and times when a resident may accept visitors or make telephone calls.","Based on observation and interview, the administrator failed to ensure the calendar days and times when a resident may accept visitors or make telephone calls were conspicuously posted on the premises. The deficient practice posed a risk as the Department was unable to determine substantial compliance as the documentation was not available during the inspection, and the documentation was not provided within two hours after a Department request.","1. The Compliance Officer did not observe a posting of the calendar days and times when a resident could accept visitors or make telephone calls. 2. In an interview, E1 acknowledged the calendar days and times when a resident may accept visitors or make telephone calls were not conspicuously posted on the premises. Plan of Correction Name, title and/or Position of the Person Responsible Date temporary correction was implemented Date permanent correction will be complete 2023-12-01 Temporary Solution Permanent Solution Monitoring"
ARIZONA CHILDREN'S GROUP LLC,Active,"142 West Ivanhoe Place, Chandler, AZ 85225",Active,4809551454,BH5927,5,11/1/2024,ALONZO WILLIAMS,10/31/2025,ARIZONA CHILDREN'S GROUP LLC,INSP-0058327,3/3/2023,Complaint;Compliance (Annual),Initial Comments,"An administrator shall ensure that: 1. A plan is established, documented, and implemented for an ongoing quality management program that, at a minimum, includes: e. The frequency of submitting a documented report required in subsection (2) to the governing authority;","Based on documentation review and interview, the administrator failed to ensure a plan was implemented for an ongoing quality management program to include the frequency of submitting a documented report required in subsection (2) to the governing authority. The deficient practice posed a risk as a quality management program documents the necessary information required to effectively manage services provided, the Department was unable to determine compliance as the documentation was not available during the inspection and was not provided within two hours after a Department's request. Findings include: 1. A review of the facility's policies and procedures revealed a policy titled ""Quality Management Plan"" (dated November 27, 2021). The policy stated ""...Executive Leadership Team ...Meeting Frequency: Semi- Weekly ...Client Services Team ...Frequency: Weekly ...Clinical Services Team ...Frequency: Quarterly ...Risk Management/Safety Team ...Frequency: Quarterly ...Resident/Individual Rights Team ...Frequency: Quarterly ..."" 2. The Compliance Officer requested to review quality management documentation; however, documentation was not provided for review. 3. In a joint interview, E1 and E2 acknowledged quality management documentation was not available for review. Plan of Correction Name, title and/or Position of the Person Responsible Date temporary correction was implemented Date permanent correction will be complete 2023-08-25 Temporary Solution Permanent Solution Monitoring",
ARIZONA CHILDREN'S GROUP LLC,Active,"142 West Ivanhoe Place, Chandler, AZ 85225",Active,4809551454,BH5927,5,11/1/2024,ALONZO WILLIAMS,10/31/2025,ARIZONA CHILDREN'S GROUP LLC,INSP-0058327,3/3/2023,Complaint;Compliance (Annual),Initial Comments,An administrator shall ensure that: 2.,"Based on record review and interview, the Documentation of current contracted services is maintained that includes a description of the contracted services provided. administrator failed to ensure documentation of current contracted services included a description of the contracted services provided, for one behavioral health professional (BHP) sampled. The deficient practice posed a risk as the description of contracted services was not with an individual, the Department was unable to determine substantial compliance as the personnel record did not include the required documentation during the inspection, and the documentation was not provided within two hours after a Department request.","1. A review of E6's (hired in 2020) personnel record revealed E6 was hired as the BHP. However, documentation of current contracted services including a description of the contracted services provided was not available for review. 2. In a joint interview, E1 and E2 acknowledged E6's documentation of current contracted services including a description of the contracted services to be provided with an individual was not available for review. Plan of Correction Name, title and/or Position of the Person Responsible Date temporary correction was implemented Date permanent correction will be complete 2023-06-14 Temporary Solution Permanent Solution Monitoring"
ARIZONA CHILDREN'S GROUP LLC,Active,"142 West Ivanhoe Place, Chandler, AZ 85225",Active,4809551454,BH5927,5,11/1/2024,ALONZO WILLIAMS,10/31/2025,ARIZONA CHILDREN'S GROUP LLC,INSP-0058327,3/3/2023,Complaint;Compliance (Annual),Initial Comments,"B. An administrator shall ensure that: 2. A personnel member's skills and knowledge are verified and documented: a. Before the personnel member provides physical health services or behavioral health services, and","Based on record review and interview, the administrator failed to ensure a personnel member's skills and knowledge were verified and documented before the personnel member provided behavioral health services, for seven of seven personnel members sampled. The deficient practice posed a risk if a personnel member was not qualified to work in a health care institution, the Department was unable to determine substantial compliance as the documentation was not in the personnel records during the inspection, and the documentation was not provided within two hours after a Department request. Findings include: R9-10-101.167. ""Personnel member"" means, except as defined in specific Articles in this Chapter . . . an individual providing physical health services or behavioral health services to a patient. R9-10-706.B.1.b.i.ii.iii. An administrator shall ensure that the qualification, skills and knowledge required for each type of personnel member: Include: The specific skills and knowledge necessary for the personnel member to provide the expected behavioral health services...listed in the established job description, the type and duration of education that may allow the personnel member to have acquired the specific skills and knowledge for the personnel member to provide the expected behavioral health services...listed in the established job description, and the type and duration of experience that may allow the personnel member to have acquired the specific skills and knowledge for the personnel member to provide the expected behavioral health services...listed in the established job description; 1. A review of E2's (hired in 2021) personnel record revealed E2 was hired as the house manager. However, documentation of the verification of skills and knowledge was not available for review. 2. A review of E3's (hired in 2022) personnel record revealed E3 was hired as a behavioral health paraprofessional. However, documentation of the verification of skills and knowledge was not available for review. 3. A review of E4's (hired in 2021) personnel record revealed E4 was hired as a behavioral health technician (BHT). However, documentation of the verification of skills and knowledge was not available for review. 4. A review of E5's (hired in 2022) personnel record revealed E2 was hired as a therapist/case manager. However, documentation of the verification of skills and knowledge was not available for review. 5. A review of E6's (hired in 2020) personnel record revealed E6 was hired as the behavioral health professional. However, documentation of the verification of skills and knowledge was not available for review. 6. A review of E7's (hired in 2021) personnel record revealed E7 was hired as a BHT. However, documentation of the verification of skills and knowledge was not available for review. 7. A review of E8's (hired in 2021) personnel record revealed E8 was hired as the registered nurse. However, documentation of the verification of skills and knowledge was not available for review. 8. In a joint interview, E1 and E2 acknowledged E2's, E3's, E4's, E5's, E6's, E7's, and E8's skills and knowledge were not verified and documented. Plan of Correction Name, title and/or Position of the Person Responsible Date temporary correction was implemented Date permanent correction will be complete 2023-06-14 Temporary Solution Permanent Solution Monitoring",
ARIZONA CHILDREN'S GROUP LLC,Active,"142 West Ivanhoe Place, Chandler, AZ 85225",Active,4809551454,BH5927,5,11/1/2024,ALONZO WILLIAMS,10/31/2025,ARIZONA CHILDREN'S GROUP LLC,INSP-0058327,3/3/2023,Complaint;Compliance (Annual),Initial Comments,"B. An administrator shall ensure that: 3. Sufficient personnel members are present on a behavioral health residential facility's premises with the qualifications, experience, skills, and knowledge necessary to: a. Provide the services in the behavioral health residential facility's scope of services, b. Meet the needs of a resident, and c. Ensure the health and safety of a resident.","Based on observation, documentation review, record review, and interview, the administrator failed to ensure sufficient personnel members were present on a behavioral health residential facility's premises with the qualifications, experience, skills, and knowledge necessary to meet the needs of a resident. The deficient practice posed a risk as a qualified personnel member was not present to meet a resident's needs and ensure the health and safety, the Department was unable to determine substantial compliance as the documentation was not available during the inspection, and the documentation was not provided within two hours after a Department request.","1. A review of E2's (hired in 2021) personnel record revealed E2 was hired as the house manager. However, verification of skills and knowledge was not available for review. 2. A review of E3's (hired in 2022) personnel record revealed E3 was hired as a behavioral health paraprofessional (BHPP). However, verification of skills and knowledge was not available for review. 3. A review of E4's (hired in 2021) personnel record revealed E4 was hired as a behavioral health technician (BHT). However, verification of skills and knowledge was not available for review. 4. A review of E5's (hired in 2022) personnel record revealed E2 was hired as a therapist/case manager. However, verification of skills and knowledge was not available for review. 5. A review of E6's (hired in 2020) personnel record revealed E6 was hired as the behavioral health professional (BHP). However, verification of skills and knowledge was not available for review. 6. A review of E7's (hired in 2021) personnel record revealed E7 was hired as a BHT. However, verification of skills and knowledge was not available for review. 7. A review of E8's (hired in 2021) personnel record revealed E8 was hired as the registered nurse (RN). However, verification of skills and knowledge was not available for review. 8. A review of E2's personnel record revealed E2 was hired as the house manager. However, documentation of education applicable to E2's job duties was not available for review. 9. A review of E3's personnel record revealed E3 was hired as a BHPP; caregiver. However, documentation of education applicable to E3's job duties was not available for review. 10. A review of E4's personnel record revealed E4 was hired as a BHT. However, documentation of education applicable to E4's job duties was not available for review. 11. A review of E5's personnel record revealed E5 was hired as a therapist/case manager. However, documentation of education applicable to E5's job duties was not available for review. 12. A review of E6's personnel record revealed E6 was hired as the behavioral health professional. However, documentation of education applicable to E6's job duties was not available for review. 13. A review of E7's personnel record revealed E7 was hired as a BHT. However, documentation of education applicable to E7's job duties was not available for review. 14. In a joint interview, E1 and E2 acknowledged the findings. Plan of Correction Name, title and/or Position of the Person Responsible Date temporary correction was implemented Date permanent correction will be complete 2023-06-30 Temporary Solution Permanent Solution Monitoring"
ARIZONA CHILDREN'S GROUP LLC,Active,"142 West Ivanhoe Place, Chandler, AZ 85225",Active,4809551454,BH5927,5,11/1/2024,ALONZO WILLIAMS,10/31/2025,ARIZONA CHILDREN'S GROUP LLC,INSP-0058327,3/3/2023,Complaint;Compliance (Annual),Initial Comments,"G. An administrator shall ensure that a personnel record is maintained for each personnel member, employee, volunteer, or student that includes: 3. Documentation of: b. The individual's education and experience applicable to the individual's job duties;","Based on record review and interview, the administrator failed to ensure a personnel record was maintained for each personnel member to include documentation of the individual's education applicable to the individual's job duties, for six of seven personnel members sampled. The deficient practice posed a risk if a personnel member was unable to meet a resident's needs, the Department was unable to determine substantial compliance as the documentation was not in the personnel records during the inspection, and the documentation was not provided within two hours after a Department request.","1. A review of E2's personnel record revealed E2 was hired as the house manager. However, documentation of education applicable to E2's job duties was not available for review. 2. A review of E3's personnel record revealed a job description for a behavioral health paraprofessional (BHPP). The job description stated ""Qualifications and Education Requirements...Minimum of 21- years old; a High School Diploma or GED equivalency..."" However, documentation of education was not available for review. 3. A review of E4's personnel record revealed E4 was hired as a BHT. However, documentation of education applicable to E4's job duties was not available for review. 4. A review of E5's personnel record revealed E5 was hired as a therapist/case manager. However, documentation of education applicable to E5's job duties was not available for review. 5. A review of E5's personnel record revealed E5 was hired as a therapist/case manager. However, documentation of education applicable to E5's job duties was not available for review. 6. A review of E6's personnel record revealed E6 was hired as the behavioral health professional. However, documentation of education applicable to E6's job duties was not available for review. 7. A review of E7's personnel record revealed a job description for a behavioral health technician (BHT). The job description stated ""Education, Experience and Preferred Qualifications...Minimum of High School diploma or GED..."" However, documentation of education was not available for review. 8. In a joint interview, E1 and E2 acknowledged documentation of E2's, E3's, E4's, E5's, E6's, and E7's education applicable to their job duties was not available for review. Plan of Correction Name, title and/or Position of the Person Responsible Date temporary correction was implemented Date permanent correction will be complete 2023-07-11 Temporary Solution Permanent Solution Monitoring"
ARIZONA CHILDREN'S GROUP LLC,Active,"142 West Ivanhoe Place, Chandler, AZ 85225",Active,4809551454,BH5927,5,11/1/2024,ALONZO WILLIAMS,10/31/2025,ARIZONA CHILDREN'S GROUP LLC,INSP-0058327,3/3/2023,Complaint;Compliance (Annual),Initial Comments,"G. An administrator shall ensure that a personnel record is maintained for each personnel member, employee, volunteer, or student that includes: 3. Documentation of: j.","of freedom from infectious tuberculosis, if required for the individual according to subsection (F). Evidence Based on record review and interview, the administrator failed to ensure a personnel record was maintained for each personnel member to include documentation of evidence of freedom from infectious tuberculosis (TB), if required for the individual according to subsection (F), for one of nine personnel members sampled. The deficient practice posed a TB exposure risk to residents, the Department was unable to determine substantial compliance as the required documentation was not included in the personnel records during the inspection, and the documentation was not provided to the Department within two hours after a Department request.","1. A review of E5s (hired in 2022) personnel record revealed documentation of a negative TB test was not available for review. 2. In a joint interview, E1 and E2 acknowledged current documentation of evidence of freedom from infectious TB for E5 was not available for review. Plan of Correction Name, title and/or Position of the Person Responsible Date temporary correction was implemented Date permanent correction will be complete 2023-07-15 Temporary Solution Permanent Solution Monitoring"
