Facility ID,Name,Address,Regulation Date,Expiration Date,Conditional,Inspection 1 Date,Inspection 1 Type,Inspection 1 Findings,Inspection 2 Date,Inspection 2 Type,Inspection 2 Findings,Inspection 3 Date,Inspection 3 Type,Inspection 3 Findings,Inspection 4 Date,Inspection 4 Type,Inspection 4 Findings,Inspection 5 Date,Inspection 5 Type,Inspection 5 Findings,Inspection 6 Date,Inspection 6 Type,Inspection 6 Findings,Inspection 7 Date,Inspection 7 Type,Inspection 7 Findings,Inspection 8 Date,Inspection 8 Type,Inspection 8 Findings,Inspection 9 Date,Inspection 9 Type,Inspection 9 Findings,Inspection 10 Date,Inspection 10 Type,Inspection 10 Findings,Inspection 11 Date,Inspection 11 Type,Inspection 11 Findings,Inspection 12 Date,Inspection 12 Type,Inspection 12 Findings,Inspection 13 Date,Inspection 13 Type,Inspection 13 Findings,Inspection 14 Date,Inspection 14 Type,Inspection 14 Findings,Inspection 15 Date,Inspection 15 Type,Inspection 15 Findings,Inspection 16 Date,Inspection 16 Type,Inspection 16 Findings,Inspection 17 Date,Inspection 17 Type,Inspection 17 Findings,Inspection 18 Date,Inspection 18 Type,Inspection 18 Findings,Inspection 19 Date,Inspection 19 Type,Inspection 19 Findings,Inspection 20 Date,Inspection 20 Type,Inspection 20 Findings
93860,Division of Juvenile Justice Services dba Salt Lake,"3450 S 900 W, Salt Lake City, UT, 84119",2021-11-01,2026-10-31,False,2025-10-08,"Unannounced, Annual Inspection",None,2025-09-10,Investigation Inspection,None,2025-08-26,"Announced, Annual Inspection",None,2025-05-21,3rd Unannounced,None,2025-05-19,"Follow-Up, Additional Follow-Up Inspection",None,2025-04-14,Investigation Inspection,None,2025-03-25,Investigation Inspection,None,2025-03-07,Investigation Inspection,None,2025-01-07,2nd Unannounced,None,2024-12-03,Investigation Inspection,None,2024-11-05,"Unannounced, Annual Inspection",None,2024-10-28,Investigation Inspection,None,2024-09-26,Investigation Inspection,None,2024-09-11,Non On-Site Inspection,None,2024-08-20,"Announced, Annual Inspection",R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with this rule by not having each bathroom ventilated by mechanical means or equipped with a window. At the time of inspection the bathrooms located in the portables did not have functioning ventilation by mechanical means. This is a repeat noncompliance....,2024-06-10,3rd Unannounced,None,2024-03-27,Non On-Site Inspection,None,2024-03-25,Investigation Inspection,None,2024-03-25,Investigation Inspection,None,2024-03-11,Follow-Up Inspection,None
93412,"Eagle Ranch Academy, Inc","115 W 1470 S, Saint George, UT, 84770",2022-05-01,2026-04-30,False,2025-08-14,2nd Unannounced,None,2025-06-17,Investigation Inspection,None,2025-05-12,"Complaint, Investigation Inspection","R380-80-4(2): Report abuse or neglect... | Finding: The provider was out of compliance with R380-80-4(2) by not immediately reporting witnessed client-on-client abuse to law enforcement or Child Protective Services. During the investigation inspection, the information gathered substantiated that a client-on-client physical assault occurred on 05/03/2025. The provider reported this incident to law enforcement on 05/05/2025.... | R380-80-4(2): Report abuse or neglect... | Finding: The provider was out of compliance with R380-80-4(2) by not immediately reporting witnessed client-on-client abuse to law enforcement or Child Protective Services. During the investigation inspection, the information gathered substantiated that a client-on-client physical assault occurred on 05/03/2025. The provider reported this incident to law enforcement on 05/05/2025.... | R380-80-4(2): Report abuse or neglect... | Finding: The provider was out of compliance with R380-80-4(2) by not immediately reporting witnessed client-on-client abuse to law enforcement or Child Protective Services. During the investigation inspection, the information gathered substantiated that a client-on-client physical assault occurred on 05/03/2025. The provider reported this incident to law enforcement on 05/05/2025....",2025-05-12,"Unannounced, Annual Inspection",None,2025-03-27,"Announced, Annual Inspection",None,2025-03-06,Investigation Inspection,None,2024-10-21,Investigation Inspection,None,2024-10-03,3rd Unannounced,None,2024-09-09,"Follow-Up Inspection, Non On-Site Inspection",None,2024-08-13,2nd Unannounced,None,2024-07-19,"Follow-Up Inspection, Non On-Site Inspection",None,2024-06-04,Follow-Up Inspection,None,2024-05-23,Investigation Inspection,None,2024-05-21,"Unannounced, Annual Inspection",None,2024-05-14,Non On-Site Inspection,None,2024-05-07,Non On-Site Inspection,R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by failing to report a critical incident by the next business day.  During review of critical incidents it was identified that the incident occurred on 5/4/2024 and was not reported until 5/7/2024.  This is a repeat noncompliance....,2024-04-25,Follow-Up Inspection,None,2024-03-28,"Announced, Annual Inspection",None,2024-03-06,"Complaint, Investigation Inspection","R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider was out of compliance with this rule by direct care staff members failing to perform direct supervision line of sight check-ins every 15 minutes. Throughout the investigation, information was gathered through interviews and provider documentation. The evidence substantiated that clients were left unsupervised for longer than 15 minutes and engaged in unsafe behaviors. This is a repeat noncompliance....",2024-01-26,Follow-Up Inspection,None
93413,Elements Wilderness Program dba Huntington,"1190 N Mohrland Rd, Huntington, UT, 84528",2022-05-01,2026-04-30,False,2025-08-13,2nd Unannounced,None,2025-06-09,"Unannounced, Annual Inspection",None,2025-04-03,"Follow-Up Inspection, Non On-Site Inspection",None,2025-03-04,"Announced, Annual Inspection",None,2025-03-03,Investigation Inspection,None,2024-12-12,3rd Unannounced,None,2024-09-26,2nd Unannounced,None,2024-06-25,"Unannounced, Annual Inspection",None,2024-03-27,Follow-Up Inspection,None,2024-02-28,"Announced, Annual Inspection",None,2024-02-01,Investigation Inspection,None,2023-11-15,"Unannounced, Annual Inspection",None,2023-06-27,Investigation Inspection,None,2023-04-11,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,
93981,Embark Behavioral Health dba Embark At Hobble Creek,"266 South. Left Fork Hobble Creek Canyon Rd,, Springville, UT, 84663",2022-08-01,2026-04-30,False,2025-08-11,2nd Unannounced,None,2025-06-30,Investigation Inspection,None,2025-05-15,"Unannounced, Annual Inspection",None,2025-04-28,Investigation Inspection,"R380-80-5(10): Services and supervision to meet each clients needs... | Finding: The provider is out of compliance with R380-80-5(10) by staff failing to provide supervision that is commensurate with the needs of the client. During an inspection on 4/28/2025 it was reported that a staff left line of sight supervision of the clients and a client was able to obtain benadryl, which they later ingested with the result of being taken to the hospital....",2025-02-24,"Announced, Annual Inspection",None,2024-10-03,3rd Unannounced,None,2024-09-12,2nd Unannounced,None,2024-06-19,Non On-Site Inspection,None,2024-06-18,"Unannounced, Annual Inspection",None,2024-03-28,"Announced, Annual Inspection",None,2023-11-21,Non On-Site Inspection,None,2023-11-01,"Unannounced, Annual Inspection",None,2023-04-26,Non On-Site Inspection,None,2023-04-20,Investigation Inspection,None,2023-04-18,"Announced, Annual Inspection",None,2023-04-17,Investigation Inspection,None,2023-04-17,Investigation Inspection,None,2023-04-12,Investigation Inspection,None,2023-04-11,Investigation Inspection,None,2023-04-11,Investigation Inspection,None
93636,"Embark Behavioral Health- Solacium Sunrise, LLC (Hurricane)","65 N 1150 W, Hurricane, UT, 84737",2022-01-01,2026-01-31,False,2025-07-28,3rd Unannounced,None,2025-04-07,2nd Unannounced,None,2025-02-04,"Unannounced, Annual Inspection",None,2024-12-31,Investigation Inspection,None,2024-11-26,Non On-Site Inspection,None,2024-11-18,"Announced, Annual Inspection",None,2024-11-06,Non On-Site Inspection,None,2024-08-15,Follow-Up Inspection,None,2024-07-18,3rd Unannounced,"R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The provider was out of compliance with this rule by not providing supervision to staff requiring supervision due to background check status. During the inspection on 7/18/24, the licensor observed that staff who required supervision weren't being supervised....",2024-06-03,"Unannounced, Annual Inspection",None,2024-01-18,"Announced, Annual Inspection",None,2023-07-10,2nd Unannounced,None,2023-05-16,"Unannounced, Annual Inspection",None,2023-01-10,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,
93416,Eva Carlston Academy dba Covecrest House,"4464 S Covecrest Dr, Salt Lake City, UT, 84124",2022-02-01,2026-01-31,False,2025-09-16,3rd Unannounced,None,2025-06-10,2nd Unannounced,None,2025-03-11,"Unannounced, Annual Inspection",None,2024-12-03,"Announced, Annual Inspection",None,2024-09-05,3rd Unannounced,None,2024-05-15,2nd Unannounced,None,2024-03-14,"Unannounced, Annual Inspection",None,2023-12-07,"Announced, Annual Inspection",None,2023-08-29,2nd Unannounced,None,2023-07-19,Investigation Inspection,None,2023-05-04,"Unannounced, Annual Inspection",None,2023-01-24,Non On-Site Inspection,None,2023-01-17,Non On-Site Inspection,None,2023-01-12,"Announced, Annual Inspection",None,2023-01-11,Investigation Inspection,None,2022-12-02,3rd Unannounced,None,,,,,,,,,,,,
93415,Eva Carlston Academy dba Main House,"4943 S Wasatch Blvd, Salt Lake City, UT, 84124",2022-02-01,2026-01-31,False,2025-09-16,3rd Unannounced,None,2025-06-10,2nd Unannounced,None,2025-03-11,"Unannounced, Annual Inspection",None,2024-12-16,Non On-Site Inspection,None,2024-12-03,"Announced, Annual Inspection",None,2024-09-05,3rd Unannounced,None,2024-07-23,Follow-Up Inspection,None,2024-05-15,2nd Unannounced,None,2024-03-14,"Unannounced, Annual Inspection",None,2023-12-07,"Announced, Annual Inspection",None,2023-08-29,2nd Unannounced,None,2023-06-13,2nd Unannounced,None,2023-05-04,"Unannounced, Annual Inspection",None,2023-02-06,Non On-Site Inspection,None,2023-01-24,Non On-Site Inspection,None,2023-01-17,Non On-Site Inspection,None,2023-01-12,"Announced, Annual Inspection",None,2022-12-01,3rd Unannounced,None,,,,,,
93414,Eva Carlston Academy dba Vivid House,"3210 Bernada Dr, Salt Lake City, UT, 84124",2022-02-01,2026-01-31,False,2025-09-16,3rd Unannounced,None,2025-06-10,2nd Unannounced,None,2025-03-11,"Unannounced, Annual Inspection",None,2024-12-03,"Announced, Annual Inspection",None,2024-09-05,3rd Unannounced,None,2024-05-15,2nd Unannounced,None,2024-03-14,"Unannounced, Annual Inspection",None,2023-12-07,"Announced, Annual Inspection",None,2023-08-29,2nd Unannounced,None,2023-05-04,"Unannounced, Annual Inspection",None,2023-01-24,Non On-Site Inspection,None,2023-01-17,Non On-Site Inspection,None,2023-01-12,"Announced, Annual Inspection",None,2022-12-01,3rd Unannounced,None,,,,,,,,,,,,,,,,,,
93501,"Gateway Academy, LLC dba Draper Residential","11706 S 700 E, Draper, UT, 84020",2022-10-01,2026-09-30,False,2025-08-14,"Announced, Annual Inspection",None,2025-05-08,3rd Unannounced,None,2025-01-23,Investigation Inspection,None,2025-01-16,2nd Unannounced,None,2024-10-16,"Unannounced, Annual Inspection",None,2024-07-11,"Announced, Annual Inspection",None,2024-04-18,3rd Unannounced,None,2024-01-23,2nd Unannounced,None,2023-10-23,"Unannounced, Annual Inspection",None,2023-08-17,"Announced, Annual Inspection",None,2023-05-09,2nd Unannounced,None,2023-03-16,"Unannounced, Annual Inspection",None,2022-12-15,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,
93484,"Gateway Academy, LLC dba Gateway House","941 E Cattail Dr, Draper, UT, 84020",2022-10-01,2026-09-30,False,2025-08-14,"Announced, Annual Inspection",None,2025-05-08,3rd Unannounced,None,2025-01-16,2nd Unannounced,None,2024-10-16,"Unannounced, Annual Inspection",None,2024-07-11,"Announced, Annual Inspection",None,2024-04-18,3rd Unannounced,None,2024-01-23,2nd Unannounced,None,2023-10-23,"Unannounced, Annual Inspection",None,2023-08-17,"Announced, Annual Inspection",None,2023-05-23,Investigation Inspection,None,2023-05-15,Non On-Site Inspection,None,2023-05-09,2nd Unannounced,None,2023-03-16,"Unannounced, Annual Inspection",None,2022-12-15,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,
95545,HMHI - Young Adult Comprehensive Assessment and Treatment (RT),"4883 S Box Elder St, Murray, UT, 84107",2023-02-01,2026-01-31,False,2025-02-26,Investigation Inspection,None,2025-01-07,Non On-Site Inspection,None,2024-12-17,"Announced, Annual Inspection",None,2024-01-08,"Announced, Annual Inspection",None,2023-04-24,Non On-Site Inspection,None,2023-04-10,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110140,Heritage Schools Inc - Homestead,"10324 South 5850 West, Payson, UT, 84651",2024-04-01,2026-03-31,False,2025-10-09,3rd Unannounced,None,2025-07-18,2nd Unannounced,None,2025-05-06,"Follow-Up Inspection, Non On-Site Inspection",None,2025-04-24,"Unannounced, Annual Inspection",None,2025-01-30,"Announced, Annual Inspection",None,2024-10-23,2nd Unannounced,None,2024-09-23,"Conditional, Monitoring Inspection",None,2024-09-18,"Conditional, Monitoring Inspection",None,2024-08-28,"Conditional, Monitoring Inspection",None,2024-08-14,"Unannounced, Annual Inspection",None,2024-08-14,"Conditional, Monitoring Inspection",None,2024-08-14,Follow-Up Inspection,None,2024-08-05,"Conditional, Monitoring Inspection",None,2024-08-05,Investigation Inspection,None,2024-07-23,"Conditional, Monitoring Inspection",None,2024-06-24,Investigation Inspection,None,2024-06-24,Focus Inspection,"R380-80-6(1)(a)-(i): Client rights... | Finding: The provider was out of compliance with this rule by not ensuring the client was free from potential harm. At the facility, the client was out of supervision of staff and was later found unresponsive.... | R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider was out of compliance with this rule by not checking in on the client every 15 minutes. At the facility, 24 minutes passed before a staff member left to check in on the client....",2024-03-27,Pre-Inspection,None,,,,,,
93487,"Heritage Schools Inc,  Spark","5600 N Heritage School Dr, Provo, UT, 84604",2021-12-01,2025-11-30,False,2025-09-18,"Announced, Annual Inspection",None,2025-04-07,"Unannounced, Annual Inspection",None,2025-02-27,Investigation Inspection,None,2025-01-09,"Announced, Annual Inspection",None,2024-12-18,3rd Unannounced,None,2024-12-18,"Follow-Up Inspection, Investigation Inspection",None,2024-09-09,3rd Unannounced,None,2024-08-13,Follow-Up Inspection,None,2024-07-29,Investigation Inspection,None,2024-06-24,Focus Inspection,"R380-80-6(1)(a)-(i): Client rights... | Finding: The provider is out of compliance with this rule, by the provider failing to prevent mistreatment of a client by a teacher. During the inspection, it was reported by witnesses that a teacher mistreated a client by pushing the client when the client was acting out in their class. This is a repeat noncompliance....",2024-06-21,Non On-Site Inspection,None,2024-06-20,2nd Unannounced,None,2024-06-03,Investigation Inspection,None,2024-05-08,Non On-Site Inspection,None,2024-05-08,Non On-Site Inspection,None,2024-05-02,Investigation Inspection,None,2024-05-02,Investigation Inspection,None,2024-03-08,"Unannounced, Annual Inspection",None,2024-03-05,Non On-Site Inspection,None,2024-01-02,Follow-Up Inspection,None
117274,"Heritage Schools Inc, Balance","5600 North Heritage School Drive, Provo, UT, 84604",2025-02-03,2025-11-30,False,2025-09-18,"Announced, Annual Inspection",None,2025-04-07,"Unannounced, Annual Inspection",None,2025-01-09,Pre-Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117277,"Heritage Schools Inc, Elevate Academy","5600 North Heritage School Drive, Provo, UT, 84604",2025-01-15,2025-11-30,False,2025-09-18,"Announced, Annual Inspection",None,2025-04-07,"Unannounced, Annual Inspection",None,2025-01-09,Pre-Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93488,Heritage Schools Inc. Wasatch,"759 N 1180 E, Orem, UT, 84097",2021-12-01,2025-11-30,False,2025-09-18,"Announced, Annual Inspection",None,2025-04-07,2nd Unannounced,None,2025-01-28,"Unannounced, Annual Inspection",None,2024-10-22,"Announced, Annual Inspection",None,2024-10-22,Follow-Up Inspection,None,2024-09-09,3rd Unannounced,None,2024-06-21,Non On-Site Inspection,None,2024-06-20,2nd Unannounced,None,2024-03-08,"Unannounced, Annual Inspection",None,2023-10-19,"Announced, Annual Inspection",None,2023-08-24,3rd Unannounced,None,2023-06-13,2nd Unannounced,None,2022-11-09,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,
94923,Heritage Schools Inc. Yosemite,"491 E 450 S, Orem, UT, 84097",2022-12-01,2025-11-30,False,2025-09-18,"Announced, Annual Inspection",None,2025-04-07,2nd Unannounced,None,2025-01-28,"Unannounced, Annual Inspection",None,2024-11-12,"Investigation Inspection, Non On-Site Inspection",None,2024-10-23,Investigation Inspection,None,2024-10-22,"Announced, Annual Inspection",None,2024-09-09,3rd Unannounced,None,2024-06-21,Non On-Site Inspection,None,2024-06-20,2nd Unannounced,None,2024-03-08,"Unannounced, Annual Inspection",None,2023-10-19,"Announced, Annual Inspection",None,2023-08-24,3rd Unannounced,None,2023-06-13,2nd Unannounced,None,,,,,,,,,,,,,,,,,,,,,
93490,Horseshoe Mountain Academy dba Hope House/Courage House,"90 N 161 W, Ephraim, UT, 84627",2022-07-01,2026-06-30,False,2025-08-21,"Unannounced, Annual Inspection",None,2025-06-02,"Follow-Up Inspection, Non On-Site Inspection",None,2025-05-15,"Announced, Annual Inspection",None,2025-04-10,Investigation Inspection,None,2025-02-10,3rd Unannounced,None,2024-12-02,2nd Unannounced,R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with this rule by not having a faceplate on the electrical outlet that was accessible to clients. During the unannounced onsite inspection this licensor observed one electrical outlet was missing its faceplate....,2024-08-07,"Unannounced, Annual Inspection",None,2024-07-23,Investigation Inspection,None,2024-05-28,Follow-Up Inspection,None,2024-05-15,"Announced, Annual Inspection",None,2024-03-05,3rd Unannounced,None,2023-12-18,2nd Unannounced,None,2023-09-06,"Investigation Inspection, Unannounced, Annual Inspection",None,2023-08-08,"Announced, Annual Inspection",None,2023-06-22,2nd Unannounced,None,2023-06-02,Investigation Inspection,None,,,,,,,,,,,,
99843,"House of Hope - Provo (DT, OT, & RT)","1726 Buckley Ln, Provo, UT, 84606",2022-05-01,2026-04-30,False,2025-02-12,"Announced, Annual Inspection",None,2024-04-10,"Announced, Annual Inspection",None,2023-06-20,Follow-Up Inspection,None,2023-04-19,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93491,Huntsman Mental Health Institute dba Youth Residential Treatment,"51 W 3900 S, Salt Lake City, UT, 84107",2022-05-01,2026-04-30,False,2025-10-06,3rd Unannounced,None,2025-09-05,2nd Unannounced,None,2025-07-07,Follow-Up Inspection,None,2025-06-30,"Unannounced, Annual Inspection",None,2025-03-27,"Announced, Annual Inspection","R501-1-12(4)(a)-(c): Required signed agreements... | Finding: The Licensee was out of compliance with R501-1-12(4) by not having the client acknowledgement of the program rules in their file. During the inspection it was observed that one of the client files contained the acknowledgement form, however it had not been signed by the client....",2024-11-07,"Follow-Up Inspection, Non On-Site Inspection",None,2024-10-25,3rd Unannounced,None,2024-09-23,2nd Unannounced,None,2024-05-29,"Unannounced, Annual Inspection",None,2024-03-25,"Announced, Annual Inspection",None,2023-12-28,2nd Unannounced,None,2023-07-06,"Unannounced, Annual Inspection",None,2023-04-19,"Announced, Annual Inspection",None,2022-12-20,2nd Unannounced,None,,,,,,,,,,,,,,,,,,
98769,Imperial Healing Estate,"4194 Imperial Way, Provo, UT, 84604",2022-05-01,2026-04-30,False,2025-09-10,2nd Unannounced,None,2025-06-04,"Unannounced, Annual Inspection",None,2025-05-01,"Follow-Up Inspection, Non On-Site Inspection",None,2025-03-24,Investigation Inspection,None,2025-03-05,"Announced, Annual Inspection",None,2025-01-15,Investigation Inspection,None,2024-11-26,3rd Unannounced,None,2024-09-10,2nd Unannounced,None,2024-08-13,Follow-Up Inspection,None,2024-06-18,"Unannounced, Annual Inspection",None,2024-03-27,"Announced, Annual Inspection",None,2023-10-31,2nd Unannounced,None,2023-07-06,"Unannounced, Annual Inspection",None,2023-04-11,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,
105460,Juniper Haven,"675 E 400 N, Logan, UT, 84321",2023-09-28,2026-09-30,False,2025-08-07,"Announced, Annual Inspection",None,2025-04-21,3rd Unannounced,None,2025-02-07,Follow-Up Inspection,None,2025-01-28,2nd Unannounced,None,2024-12-05,"Focus, Non On-Site",R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 11/30/2024 and was not reported until 12/4/2024....,2024-11-06,Non On-Site Inspection,None,2024-11-05,"Unannounced, Annual Inspection",None,2024-09-25,Investigation Inspection,None,2024-08-16,Non On-Site Inspection,None,2024-08-06,"Announced, Annual Inspection",None,2024-07-11,Investigation Inspection,None,2024-06-11,Investigation Inspection,None,2024-06-11,Focus Inspection,"R380-80-4(2): Report abuse or neglect... | Finding: The provider was out of compliance with this rule by not notifying Child Protective Services (CPS) immediately about suspected child abuse between clients at the facility.  During an inspection on 06/11/2024, Licensing inquired about the 06/06/2024 incident with the provider and discovered that CPS had not been notified about the suspected abuse....",2024-05-07,Investigation Inspection,None,2024-04-23,2nd Unannounced,None,2024-01-30,Non On-Site Inspection,None,2024-01-23,"Unannounced, Annual Inspection",None,2024-01-22,Investigation Inspection,None,2023-12-04,Non On-Site Inspection,None,2023-09-07,Pre-Inspection,None
94205,Kiva Treatment Center,"652 Shady Ln, Toquerville, UT, 84774",2022-10-25,2026-10-31,False,2025-09-23,"Announced, Annual Inspection, Pre-Inspection","R501-14-5(2)(a)-(b): Application submitted within 2 weeks and applicant directly supervised... | Finding: The Licensee was out of compliance with R501-14-5(2)(a) by not submitting a n initial background check within two weeks of hire. During the employee file inspection employee was found to not have background check submitted within 2 weeks of hire. This is a repeat noncompliance as noted on 9/26/23, 8/6/24....",2025-09-23,"Announced, Annual Inspection",None,2025-07-15,Investigation Inspection,None,2025-05-28,"Complaint, Investigation Inspection",R380-600-7(16)(a)-(e): Critical incidents reporting requirements... | Finding: The provider was out of compliance with R380-600-7(16)(a) by not reporting an allegation of abuse within one business day. During the investigation the provider was made aware of an allegation of abuse and did not report this allegation as required by rule. This is a repeat noncompliance as noted on 2/7/2024 and 1/18/2024....,2025-05-22,Investigation Inspection,None,2025-04-14,3rd Unannounced,"R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The Licensee was out of compliance with rule R501-1-8(3) by not maintaining hazardous items with consideration of the safety and risk level of the population served. During the inspection, chemicals were not in locked cabinets when not in use....",2025-02-10,2nd Unannounced,None,2024-12-02,Follow-Up Inspection,None,2024-11-07,"Unannounced, Annual Inspection",None,2024-10-17,Focus Inspection,R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider was out of compliance with this rule by not conducting line of sight check-ins every 15 mintues. During the inspection 2 clients were able to leave the facility for a period of at lest 2 hours before the absence was detected. This is a repeat noncompliance....,2024-09-10,Follow-Up Inspection,None,2024-09-04,Non On-Site Inspection,None,2024-08-14,Investigation Inspection,None,2024-08-14,Focus Inspection,"R380-80-5(4): Provider shall protect clients from abuse, prevent abuse... | Finding: The provider was out of compliance with this rule by a staff member harming a client and compromising the health and safety of clients. During the investigation inspection, facility video coverage documented that during an altercation between a staff member and a client, the staff member physically mistreated the client.... | R501-1-4(5)(a)-(l): Congregate care behavior management policy... | Finding: The provider was out of compliance with this rule by a staff member failing to use behavior management techniques that are trauma-informed and that emphasize de-escalation and promote self-control. During the investigation inspection, facility video coverage documented a staff member that acted outside of the scope of their behavior management training by acting in a confrontational manner with a dysregulated client....",2024-08-06,"Announced, Annual Inspection","R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The provider was out of compliance with this rule by allowing a direct care staff to work
unsupervised before they have an approved background clearance. During the inspection on 8/6/24, the licensor observed that 2 staff members didn't have background checks prior to working unsupervised....",2024-08-06,"Complaint, Investigation Inspection","R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The provider was out of compliance with this rule by allowing 2 staff members whose background screening applications were denied to have access to clients. During an investigation inspection, provider documentation and staff interviews verified that 2 staff members with ineligible background screenings had been working with clients. This is a repeat noncompliance....",2024-04-23,3rd Unannounced,None,2024-04-10,Investigation Inspection,None,2024-04-10,Investigation Inspection,None,2024-02-27,Follow-Up Inspection,None
98822,"Legacy Treatment Center, LLC (RT)","1764 West Aspen Lane, Loa, UT, 84747",2022-04-01,2026-03-31,False,2025-04-17,"Follow-Up Inspection, Non On-Site Inspection",None,2025-03-20,"Follow-Up Inspection, Non On-Site Inspection",None,2025-03-05,"Announced, Annual Inspection","R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The licensee was out of compliance with R501-14-5(2)(a) by not submitting applications for initial background screenings no later than two weeks from applicants becoming associated with the licensee. During the inspection, 1 staff had been associated with the licensee for longer than 2 weeks, and did not have an initial background screening application submitted.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The licensee was out of compliance with R501-14-5(2)(b) by not documenting how individuals remained supervised throughout the entirety of their supervised employment terms before receiving clearance determinations. During the inspection, the licensee did not have documentation of how an employee requiring supervision was being supervised.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The licensee was out of compliance with R501-14-5(2)(a) by not submitting applications for initial background screenings no later than two weeks from applicants becoming associated with the licensee. During the inspection, 1 staff had been associated with the licensee for longer than 2 weeks, and did not have an initial background screening application submitted.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The licensee was out of compliance with R501-14-5(2)(a) by not submitting applications for initial background screenings no later than two weeks from applicants becoming associated with the licensee. During the inspection, 1 staff had been associated with the licensee for longer than 2 weeks, and did not have an initial background screening application submitted.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The licensee was out of compliance with R501-14-5(2)(b) by not documenting how individuals remained supervised throughout the entirety of their supervised employment terms before receiving clearance determinations. During the inspection, the licensee did not have documentation of how an employee requiring supervision was being supervised.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The licensee was out of compliance with R501-14-5(2)(b) by not documenting how individuals remained supervised throughout the entirety of their supervised employment terms before receiving clearance determinations. During the inspection, the licensee did not have documentation of how an employee requiring supervision was being supervised....",2024-03-13,"Announced, Annual Inspection",None,2023-03-16,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93493,Liahona Academy For Youth dba Liahona Treatment Center East Campus,"325 W 600 N, Hurricane, UT, 84737",2021-08-19,2025-11-30,False,2025-09-25,"Announced, Annual Inspection",None,2025-07-09,Follow-Up Inspection,None,2025-06-02,"Complaint, Investigation Inspection","R380-80-6(1)(a)-(i): Client rights... | Finding: The licensee was out of  compliance with R380-80-6(1)(b) for a staff member not ensuring a client had the right to be treated with dignity and respect. During an investigation inspection, the information gathered substantiated that a staff member yelled at and used profane language directed at a client....",2025-04-14,3rd Unannounced,None,2025-02-10,2nd Unannounced,None,2024-11-13,Non On-Site Inspection,None,2024-10-31,"Unannounced, Annual Inspection",None,2024-09-05,"Announced, Annual Inspection",None,2024-04-25,"Unannounced, Annual Inspection",None,2024-02-01,Non On-Site Inspection,None,2024-01-25,"Announced, Annual Inspection",None,2023-09-22,Non On-Site Inspection,None,2023-09-11,3rd Unannounced,None,2023-06-16,2nd Unannounced,None,2023-04-06,Follow-Up Inspection,None,2023-02-28,Follow-Up Inspection,None,2023-02-28,Follow-Up Inspection,None,2023-02-10,3rd Unannounced,None,2023-01-04,"Complaint, Focus Inspection","R501-1-10(5): No withholding or manipulating sources... | Finding: The provider was out of compliance with this rule by manipulating information given to the Office. During the inspection critical incident reports were reviewed that noted no pain compliance was used during a restraint, when in fact they had been used.... | R501-1-11(2)(a)-(f): Licensed Program Complaints and Critical Incidents... | Finding: The provider was out of compliance with this rule by failing to report a critical incident within one business day. In the facility a staff member was suspected of violating a client's rights. This was not reported to Licensing....",,,
